Data Source,Component,Source,Relationship,Target,OSSEM Id,EventID,Event Name,Event Platform,Log Source,Filter in Log,Audit Category,Audit Sub-Category,Enable Commands,GPO Audit Policy
Windows Registry,windows registry key deletion,user,deleted,windows registry key,REL-2022-0123,DeviceRegistryEvents,DeviceRegistryEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'RegistryKeyDeleted'}],,,,
Network Traffic,network connection creation,host,blocked port bind on,ip,REL-2022-0124,5159,The Windows Filtering Platform has blocked a bind to a local port.,windows,Microsoft-Windows-Security-Auditing,,Object Access,Filtering Platform Connection,auditpol /set /subcategory:Filtering Platform Connection /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit Filtering Platform Connection
Windows Registry,windows registry key creation,process,created,windows registry key value,REL-2022-0125,12,RegistryEvent (Object create and delete).,windows,sysmon,,RegistryEvent,,<RegistryEvent onmatch='exclude' />,
Windows Registry,windows registry key creation,process,created,windows registry key value,REL-2022-0125,DeviceRegistryEvents,DeviceRegistryEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'RegistryValueSet'}],,,,
Windows Registry,windows registry key creation,process,created,windows registry key value,REL-2022-0125,4657,A registry value was modified.,windows,Microsoft-Windows-Security-Auditing,,Object Access,Registry,auditpol /set /subcategory:Registry /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit Registry
Driver,driver load,driver,loaded,,REL-2022-0126,6,Driver loaded.,windows,sysmon,,DriverLoad,,<DriverLoad onmatch='exclude' />,
Driver,driver load,driver,loaded,,REL-2022-0126,DeviceEvents,DeviceEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'DriverLoaded'}],,,,
Firewall,firewall metadata,firewall,attempted to load,policy,REL-2022-0127,2009,The Windows Firewall service failed to load Group Policy.,windows,Microsoft-Windows-Windows Firewall With Advanced Security/Firewall,,,,,
Network Traffic,network connection creation,host,blocked listener on,process,REL-2022-0128,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.,windows,Microsoft-Windows-Security-Auditing,,Object Access,Filtering Platform Connection,auditpol /set /subcategory:Filtering Platform Connection /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit Filtering Platform Connection
Named Pipe,named pipe metadata,user,created,pipe,REL-2022-0129,17,PipeEvent (Pipe Created).,windows,sysmon,,PipeEvent,,<PipeEvent onmatch='exclude' />,
Named Pipe,named pipe metadata,user,created,pipe,REL-2022-0129,4656,A handle to an object was requested.,windows,Microsoft-Windows-Security-Auditing,,Object Access,Detailed File Share,auditpol /set /subcategory:Detailed File Share /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit Detailed File Share
Named Pipe,named pipe metadata,user,created,pipe,REL-2022-0129,5145,A network share object was checked to see whether client can be granted desired access.,windows,Microsoft-Windows-Security-Auditing,,multiple,multiple,auditpol /set /subcategory:multiple /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> multiple -> Audit multiple
Windows Registry,windows registry key deletion,user,deleted,windows registry key value,REL-2022-0130,12,RegistryEvent (Object create and delete).,windows,sysmon,,RegistryEvent,,<RegistryEvent onmatch='exclude' />,
Windows Registry,windows registry key deletion,user,deleted,windows registry key value,REL-2022-0130,DeviceRegistryEvents,DeviceRegistryEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'RegistryValueDeleted'}],,,,
Windows Registry,windows registry key deletion,user,deleted,windows registry key value,REL-2022-0130,4657,A registry value was modified.,windows,Microsoft-Windows-Security-Auditing,,Object Access,Registry,auditpol /set /subcategory:Registry /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit Registry
Command,command execution,process,executed,command,REL-2022-0131,4688,A new process has been created.,windows,Microsoft-Windows-Security-Auditing,,Detailed Tracking,Process Creation,auditpol /set /subcategory:Process Creation /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Detailed Tracking -> Audit Process Creation
Command,command execution,process,executed,command,REL-2022-0131,1,Process Creation.,windows,sysmon,,ProcessCreate,,<ProcessCreate onmatch='exclude' />,
Command,command execution,process,executed,command,REL-2022-0131,1,Process Creation.,linux,sysmon,,ProcessCreate,,,
Command,command execution,process,executed,command,REL-2022-0131,4103,Module logging.,windows,,,Executing Pipeline,,,
Command,command execution,process,executed,command,REL-2022-0131,DeviceProcessEvents,DeviceProcessEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'ProcessCreated'}],,,,
User Account,user account modification,user,attempted to modify,user,REL-2022-0133,4723,An attempt was made to change an account's password.,windows,Microsoft-Windows-Security-Auditing,,Account Management,User Account Management,auditpol /set /subcategory:User Account Management /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Account Management -> Audit User Account Management
User Account,user account modification,user,attempted to modify,user,REL-2022-0133,4724,An attempt was made to reset an account's password.,windows,Microsoft-Windows-Security-Auditing,,Account Management,User Account Management,auditpol /set /subcategory:User Account Management /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Account Management -> Audit User Account Management
Network Traffic,network connection creation,user,connected to,port,REL-2022-0135,3,Network connection.,windows,sysmon,,NetworkConnect,,<NetworkConnect onmatch='exclude' />,
Network Traffic,network connection creation,user,connected to,port,REL-2022-0135,3,Network connection.,linux,sysmon,,NetworkConnect,,,
Network Traffic,network connection creation,user,connected to,port,REL-2022-0135,DeviceNetworkEvents,DeviceNetworkEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'ConnectionSuccess'}],,,,
Active Directory,active directory object creation,user,created,ad object,REL-2022-0136,5137,A directory service object was created.,windows,Microsoft-Windows-Security-Auditing,,DS Access,Directory Service Changes,auditpol /set /subcategory:Directory Service Changes /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> DS Access -> Audit Directory Service Changes
Network Traffic,network connection creation,host,blocked connection to,port,REL-2022-0137,5157,The Windows Filtering Platform has blocked a connection.,windows,Microsoft-Windows-Security-Auditing,,Object Access,Filtering Platform Connection,auditpol /set /subcategory:Filtering Platform Connection /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit Filtering Platform Connection
Network Traffic,network connection creation,host,blocked connection to,port,REL-2022-0137,DeviceEvents,DeviceEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'FirewallOutboundConnectionBlocked'}],,,,
Network Traffic,network connection creation,user,connected from,host,REL-2022-0138,3,Network connection.,windows,sysmon,,NetworkConnect,,<NetworkConnect onmatch='exclude' />,
Network Traffic,network connection creation,user,connected from,host,REL-2022-0138,3,Network connection.,linux,sysmon,,NetworkConnect,,,
Network Traffic,network connection creation,user,connected from,host,REL-2022-0138,DeviceNetworkEvents,DeviceNetworkEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'InboundConnectionAccepted'}],,,,
File,file access,process,accessed,file,REL-2022-0139,4663,An attempt was made to access an object.,windows,Microsoft-Windows-Security-Auditing,,Object Access,File System,auditpol /set /subcategory:File System /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit File System
Network Traffic,network connection creation,process,connected to,host,REL-2022-0141,3,Network connection.,windows,sysmon,,NetworkConnect,,<NetworkConnect onmatch='exclude' />,
Network Traffic,network connection creation,process,connected to,host,REL-2022-0141,3,Network connection.,linux,sysmon,,NetworkConnect,,,
Network Traffic,network connection creation,process,connected to,host,REL-2022-0141,DeviceNetworkEvents,DeviceNetworkEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'ConnectionSuccess'}],,,,
Windows Registry,windows registry key deletion,process,deleted,windows registry key,REL-2022-0142,12,RegistryEvent (Object create and delete).,windows,sysmon,,RegistryEvent,,<RegistryEvent onmatch='exclude' />,
Windows Registry,windows registry key deletion,process,deleted,windows registry key,REL-2022-0142,4660,An object was deleted.,windows,Microsoft-Windows-Security-Auditing,,Object Access,Registry,auditpol /set /subcategory:Registry /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit Registry
Windows Registry,windows registry key deletion,process,deleted,windows registry key,REL-2022-0142,DeviceRegistryEvents,DeviceRegistryEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'RegistryKeyDeleted'}],,,,
Process,process modification,process,modified,process,REL-2022-0143,8,CreateRemoteThread.,windows,sysmon,,CreateRemoteThread,,<CreateRemoteThread onmatch='exclude' />,
Process,process modification,process,modified,process,REL-2022-0143,DeviceEvents,DeviceEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'CreateRemoteThreadApiCall'}],,,,
File,file deletion,user,deleted,file,REL-2022-0144,23,File Delete archived.,windows,sysmon,,FileDelete,,<FileDelete onmatch='exclude' />,
File,file deletion,user,deleted,file,REL-2022-0144,23,File Delete archived.,linux,sysmon,,FileDelete,,,
File,file deletion,user,deleted,file,REL-2022-0144,26,File Delete logged.,windows,sysmon,,FileDeleteDetected,,<FileDeleteDetected onmatch='exclude' />,
File,file deletion,user,deleted,file,REL-2022-0144,4660,An object was deleted.,windows,Microsoft-Windows-Security-Auditing,,Object Access,File System,auditpol /set /subcategory:File System /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit File System
File,file deletion,user,deleted,file,REL-2022-0144,DeviceFileEvents,DeviceFileEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'FileDeleted'}],,,,
File,file deletion,user,deleted,file,REL-2022-0144,4663,An attempt was made to access an object.,windows,Microsoft-Windows-Security-Auditing,,Object Access,File System,auditpol /set /subcategory:File System /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit File System
Windows Registry,windows registry key modification,user,modified,windows registry key value,REL-2022-0145,13,RegistryEvent (Value Set).,windows,sysmon,,RegistryEvent,,<RegistryEvent onmatch='exclude' />,
Windows Registry,windows registry key modification,user,modified,windows registry key value,REL-2022-0145,14,RegistryEvent (Key and Value Rename).,windows,sysmon,,RegistryEvent,,<RegistryEvent onmatch='exclude' />,
Windows Registry,windows registry key modification,user,modified,windows registry key value,REL-2022-0145,4657,A registry value was modified.,windows,Microsoft-Windows-Security-Auditing,,Object Access,Registry,auditpol /set /subcategory:Registry /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit Registry
Windows Registry,windows registry key modification,user,modified,windows registry key value,REL-2022-0145,DeviceRegistryEvents,DeviceRegistryEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'RegistryValueSet'}],,,,
Process,process creation,user,created,process,REL-2022-0146,4688,A new process has been created.,windows,Microsoft-Windows-Security-Auditing,,Detailed Tracking,Process Creation,auditpol /set /subcategory:Process Creation /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Detailed Tracking -> Audit Process Creation
Process,process creation,user,created,process,REL-2022-0146,1,Process Creation.,windows,sysmon,,ProcessCreate,,<ProcessCreate onmatch='exclude' />,
Process,process creation,user,created,process,REL-2022-0146,1,Process Creation.,linux,sysmon,,ProcessCreate,,,
Process,process creation,user,created,process,REL-2022-0146,DeviceProcessEvents,DeviceProcessEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'ProcessCreated'}],,,,
Scheduled Job,scheduled job modification,user,enabled,scheduled job,REL-2022-0148,4700,A scheduled task was enabled.,windows,Microsoft-Windows-Security-Auditing,,Object Access,Other Object Access Events,auditpol /set /subcategory:Other Object Access Events /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit Other Object Access Events
Scheduled Job,scheduled job modification,user,enabled,scheduled job,REL-2022-0148,DeviceEvents,DeviceEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'ScheduledTaskModified'}],,,,
Logon Session,logon session modification,logon session,modified,,REL-2022-0149,4672,Special privileges assigned to new logon.,windows,Microsoft-Windows-Security-Auditing,,Logon/Logoff,Special Logon,auditpol /set /subcategory:Special Logon /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Logon/Logoff -> Audit Special Logon
Process,OS api execution,process,executed,api call,REL-2022-0150,8,CreateRemoteThread.,windows,sysmon,,CreateRemoteThread,,<CreateRemoteThread onmatch='exclude' />,
Process,OS api execution,process,executed,api call,REL-2022-0150,DeviceEvents,DeviceEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'CreateRemoteThreadApiCall'}],,,,
Process,process creation,process,created,thread,REL-2022-0153,8,CreateRemoteThread.,windows,sysmon,,CreateRemoteThread,,<CreateRemoteThread onmatch='exclude' />,
Process,process creation,process,created,thread,REL-2022-0153,DeviceEvents,DeviceEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'CreateRemoteThreadApiCall'}],,,,
Windows Registry,windows registry key creation,process,created,windows registry key,REL-2022-0154,12,RegistryEvent (Object create and delete).,windows,sysmon,,RegistryEvent,,<RegistryEvent onmatch='exclude' />,
Windows Registry,windows registry key creation,process,created,windows registry key,REL-2022-0154,DeviceRegistryEvents,DeviceRegistryEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'RegistryKeyCreated'}],,,,
File,file modification,process,modified,file,REL-2022-0155,2,A process changed a file creation time.,windows,sysmon,,FileCreateTime,,<FileCreateTime onmatch='exclude' />,
File,file modification,process,modified,file,REL-2022-0155,11,FileCreate.,windows,sysmon,,FileCreate,,<FileCreate onmatch='exclude' />,
File,file modification,process,modified,file,REL-2022-0155,4670,Permissions on an object were changed.,windows,Microsoft-Windows-Security-Auditing,,Object Access,File System,auditpol /set /subcategory:File System /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit File System
File,file modification,process,modified,file,REL-2022-0155,DeviceFileEvents,DeviceFileEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'FileModified'}],,,,
File,file modification,process,modified,file,REL-2022-0155,DeviceFileEvents,DeviceFileEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'FileRenamed'}],,,,
Cloud Service,cloud service metadata,user,retrieved information about cloud service from,ip,REL-2022-0156,cloudtrail,cloudtrail,aws,cloudtrail,"[{'eventName': 'GetTrail'}, {'eventType': 'AwsApiCall'}]",,,,
Cloud Service,cloud service metadata,user,retrieved information about cloud service from,ip,REL-2022-0156,cloudtrail,cloudtrail,aws,cloudtrail,"[{'eventName': 'GetTrailStatus'}, {'eventType': 'AwsApiCall'}]",,,,
Cloud Service,cloud service metadata,user,retrieved information about cloud service from,ip,REL-2022-0156,cloudtrail,cloudtrail,aws,cloudtrail,"[{'eventName': 'DescribeTrails'}, {'eventType': 'AwsApiCall'}]",,,,
Cloud Service,cloud service metadata,user,retrieved information about cloud service from,ip,REL-2022-0156,cloudtrail,cloudtrail,aws,cloudtrail,"[{'eventName': 'GetEventSelectors'}, {'eventType': 'AwsApiCall'}]",,,,
Cloud Service,cloud service metadata,user,retrieved information about cloud service from,ip,REL-2022-0156,cloudtrail,cloudtrail,aws,cloudtrail,"[{'eventName': 'GetInsightSelectors'}, {'eventType': 'AwsApiCall'}]",,,,
Windows Registry,windows registry key creation,user,created,windows registry key,REL-2022-0157,12,RegistryEvent (Object create and delete).,windows,sysmon,,RegistryEvent,,<RegistryEvent onmatch='exclude' />,
Windows Registry,windows registry key creation,user,created,windows registry key,REL-2022-0157,DeviceRegistryEvents,DeviceRegistryEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'RegistryKeyCreated'}],,,,
Instance,instance creation,user,created instance from,ip,REL-2022-0158,cloudtrail,cloudtrail,aws,cloudTrail,"[{'eventName': 'RunInstances'}, {'eventType': 'AwsApiCall'}]",,,,
Network Traffic,network connection creation,host,blocked listener on,port,REL-2022-0159,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.,windows,Microsoft-Windows-Security-Auditing,,Object Access,Filtering Platform Connection,auditpol /set /subcategory:Filtering Platform Connection /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit Filtering Platform Connection
Network Traffic,network connection creation,host,blocked connection from,ip,REL-2022-0160,5157,The Windows Filtering Platform has blocked a connection.,windows,Microsoft-Windows-Security-Auditing,,Object Access,Filtering Platform Connection,auditpol /set /subcategory:Filtering Platform Connection /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit Filtering Platform Connection
Network Traffic,network connection creation,host,blocked connection from,ip,REL-2022-0160,DeviceEvents,DeviceEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'FirewallInboundConnectionBlocked'}],,,,
Network Traffic,network connection creation,user,connected from,ip,REL-2022-0161,3,Network connection.,windows,sysmon,,NetworkConnect,,<NetworkConnect onmatch='exclude' />,
Network Traffic,network connection creation,user,connected from,ip,REL-2022-0161,3,Network connection.,linux,sysmon,,NetworkConnect,,,
Network Traffic,network connection creation,user,connected from,ip,REL-2022-0161,DeviceNetworkEvents,DeviceNetworkEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'InboundConnectionAccepted'}],,,,
Active Directory,active directory object modification,user,modified,ad object,REL-2022-0162,5136,A directory service object was modified.,windows,Microsoft-Windows-Security-Auditing,,DS Access,Directory Service Changes,auditpol /set /subcategory:Directory Service Changes /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> DS Access -> Audit Directory Service Changes
Active Directory,active directory object modification,user,modified,ad object,REL-2022-0162,5139,A directory service object was moved.,windows,Microsoft-Windows-Security-Auditing,,DS Access,Directory Service Changes,auditpol /set /subcategory:Directory Service Changes /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> DS Access -> Audit Directory Service Changes
Active Directory,active directory object modification,user,modified,ad object,REL-2022-0162,4719,System audit policy was changed.,windows,Microsoft-Windows-Security-Auditing,,Policy Change,Policy Change,auditpol /set /subcategory:Policy Change /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Policy Change -> Audit Policy Change
User Account,user account authentication,user,authenticated from,device,REL-2022-0163,4776,The domain controller or local computer attempted to validate the credentials for an account.,windows,Microsoft-Windows-Security-Auditing,,Account Logon,Credential Validation,auditpol /set /subcategory:Credential Validation /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Account Logon -> Audit Credential Validation
Network Traffic,network connection creation,host,permitted listener on,process,REL-2022-0164,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.,windows,Microsoft-Windows-Security-Auditing,,Object Access,Filtering Platform Connection,auditpol /set /subcategory:Filtering Platform Connection /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit Filtering Platform Connection
Group,group enumeration,user,enumerated,group,REL-2022-0165,4798,A user's local group membership was enumerated.,windows,Microsoft-Windows-Security-Auditing,,Account Management,User Account Management,auditpol /set /subcategory:User Account Management /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Account Management -> Audit User Account Management
Group,group enumeration,user,enumerated,group,REL-2022-0165,4799,A security-enabled local group membership was enumerated.,windows,Microsoft-Windows-Security-Auditing,,Account Management,Security Group Management,auditpol /set /subcategory:Security Group Management /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Account Management -> Audit Security Group Management
Network Traffic,network connection creation,process,connected from,ip,REL-2022-0166,5156,The Windows Filtering Platform has permitted a connection.,windows,Microsoft-Windows-Security-Auditing,,Object Access,Filtering Platform Connection,auditpol /set /subcategory:Filtering Platform Connection /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit Filtering Platform Connection
Network Traffic,network connection creation,process,connected from,ip,REL-2022-0166,3,Network connection.,windows,sysmon,,NetworkConnect,,<NetworkConnect onmatch='exclude' />,
Network Traffic,network connection creation,process,connected from,ip,REL-2022-0166,3,Network connection.,linux,sysmon,,NetworkConnect,,,
Network Traffic,network connection creation,process,connected from,ip,REL-2022-0166,DeviceNetworkEvents,DeviceNetworkEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'InboundConnectionAccepted'}],,,,
Scheduled Job,scheduled job modification,user,disabled,scheduled job,REL-2022-0167,4701,A scheduled task was disabled.,windows,Microsoft-Windows-Security-Auditing,,Object Access,Other Object Access Events,auditpol /set /subcategory:Other Object Access Events /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit Other Object Access Events
Scheduled Job,scheduled job modification,user,disabled,scheduled job,REL-2022-0167,DeviceEvents,DeviceEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'ScheduledTaskModified'}],,,,
Firewall,firewall rule modification,user,added,firewall rule,REL-2022-0168,2004,A rule has been added to the Windows Defender Firewall exception list,windows,Microsoft-Windows-Windows Firewall With Advanced Security/Firewall,,,,,
Firewall,firewall rule modification,user,added,firewall rule,REL-2022-0168,cloudtrail,cloudtrail,aws,cloudtrail,"[{'eventName': 'CreateRuleGroup'}, {'eventType': 'AwsApiCall'}]",,,,
Network Share,network share creation,user,created,network share,REL-2022-0169,5142,A network share object was added.,windows,Microsoft-Windows-Security-Auditing,,Object Access,File Share,auditpol /set /subcategory:File Share /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit File Share
User Account,user account authentication,user,attempted to authenticate from,ip,REL-2022-0170,4624,An account was successfully logged on.,windows,Microsoft-Windows-Security-Auditing,,Logon/Logoff,Logon,auditpol /set /subcategory:Logon /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Logon/Logoff -> Audit Logon
User Account,user account authentication,user,attempted to authenticate from,ip,REL-2022-0170,4625,An account failed to log on.,windows,Microsoft-Windows-Security-Auditing,,Logon/Logoff,Account Lockout,auditpol /set /subcategory:Account Lockout /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Logon/Logoff -> Audit Account Lockout
User Account,user account authentication,user,attempted to authenticate from,ip,REL-2022-0170,4648,A logon was attempted using explicit credentials.,windows,Microsoft-Windows-Security-Auditing,,Logon/Logoff,Logon,auditpol /set /subcategory:Logon /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Logon/Logoff -> Audit Logon
User Account,user account authentication,user,attempted to authenticate from,ip,REL-2022-0170,DeviceLogonEvents,DeviceLogonEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'LogonSuccess'}],,,,
User Account,user account authentication,user,attempted to authenticate from,ip,REL-2022-0170,cloudtrail,cloudtrail,aws,cloudtrail,"[{'eventName': 'ConsoleLogin'}, {'eventType': 'AwsConsoleSignin'}]",,,,
Logon Session,logon session termination,user,terminated,logon session,REL-2022-0172,4634,An account was logged off.,windows,Microsoft-Windows-Security-Auditing,,Logon/Logoff,Logoff,auditpol /set /subcategory:Logoff /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Logon/Logoff -> Audit Logoff
Logon Session,logon session termination,user,terminated,logon session,REL-2022-0172,4647,User initiated logoff.,windows,Microsoft-Windows-Security-Auditing,,Logon/Logoff,Logoff,auditpol /set /subcategory:Logoff /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Logon/Logoff -> Audit Logoff
Network Traffic,network connection creation,host,blocked connection to,ip,REL-2022-0173,5157,The Windows Filtering Platform has blocked a connection.,windows,Microsoft-Windows-Security-Auditing,,Object Access,Filtering Platform Connection,auditpol /set /subcategory:Filtering Platform Connection /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit Filtering Platform Connection
Network Traffic,network connection creation,host,blocked connection to,ip,REL-2022-0173,DeviceEvents,DeviceEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'FirewallOutboundConnectionBlocked'}],,,,
Network Share,network share deletion,user,deleted,network share,REL-2022-0174,5144,A network share object was deleted.,windows,Microsoft-Windows-Security-Auditing,,Object Access,File Share,auditpol /set /subcategory:File Share /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit File Share
Process,process creation,process,created,process,REL-2022-0175,4688,A new process has been created.,windows,Microsoft-Windows-Security-Auditing,,Detailed Tracking,Process Creation,auditpol /set /subcategory:Process Creation /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Detailed Tracking -> Audit Process Creation
Process,process creation,process,created,process,REL-2022-0175,1,Process Creation.,windows,sysmon,,ProcessCreate,,<ProcessCreate onmatch='exclude' />,
Process,process creation,process,created,process,REL-2022-0175,1,Process Creation.,linux,sysmon,,ProcessCreate,,,
Process,process creation,process,created,process,REL-2022-0175,DeviceProcessEvents,DeviceProcessEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'ProcessCreated'}],,,,
User Account,user account deletion,user,deleted,user,REL-2022-0176,4726,A user account was deleted.,windows,Microsoft-Windows-Security-Auditing,,Account Management,User Account Management,auditpol /set /subcategory:User Account Management /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Account Management -> Audit User Account Management
User Account,user account deletion,user,deleted,user,REL-2022-0176,4743,A computer account was deleted.,windows,Microsoft-Windows-Security-Auditing,,Account Management,Computer Account Management,auditpol /set /subcategory:Computer Account Management /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Account Management -> Audit Computer Account Management
User Account,user account deletion,user,deleted,user,REL-2022-0176,DeviceEvents,DeviceEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'UserAccountDeleted'}],,,,
Windows Registry,windows registry key modification,process,modified,windows registry key,REL-2022-0177,13,RegistryEvent (Value Set).,windows,sysmon,,RegistryEvent,,<RegistryEvent onmatch='exclude' />,
Windows Registry,windows registry key modification,process,modified,windows registry key,REL-2022-0177,14,RegistryEvent (Key and Value Rename).,windows,sysmon,,RegistryEvent,,<RegistryEvent onmatch='exclude' />,
